name,pantheon,url,title,alternatives
Bomazi,African mythology,https://www.godchecker.com/african-mythology/BOMAZI/,The Founding Father of the Bushongo,nan
Buk,African mythology,https://www.godchecker.com/african-mythology/BUK/,Goddess of Rivers and Streams,nan
Buku,African mythology,https://www.godchecker.com/african-mythology/BUKULU/,Unidentified Flying God,Bukulu
Bumba,African mythology,https://www.godchecker.com/african-mythology/BUMBA/,Mighty Creator God of Vomit,"Mbombo, Mbongo, Mbomba"
Cagn,African mythology,https://www.godchecker.com/african-mythology/CAGN/,God of Shape-Changing,"Kaang, Kaggen"
Candit,African mythology,https://www.godchecker.com/african-mythology/CANDIT/,River Goddess,nan
Chango,African mythology,https://www.godchecker.com/yoruba-mythology/SHANGO/,"Nicely syncopated Spirit of Thunder, Drums and Dance","Xango, Shango"
Chedi Bumba,African mythology,https://www.godchecker.com/african-mythology/CHEDI-BUMBA/,"Creator God of Birds. Well, a bird",nan
Chiuta,African mythology,https://www.godchecker.com/african-mythology/CHIUTA/,All-Powerful Creator and Rain God,nan
Chonganda,African mythology,https://www.godchecker.com/african-mythology/CHONGANDA/,Creator God of Plants,nan
Chuku,African mythology,https://www.godchecker.com/african-mythology/CHUKU/,Creator God of the Ibo people,"Chukwuabiama, Chukuru, Chukwu"
D’mba,African mythology,https://www.godchecker.com/african-mythology/NIMBA/,Mother Goddess of the Baga,"Nimba, Yamban"
Da,African mythology,https://www.godchecker.com/african-mythology/DA/,The Great Universal Snake,Da Zodji
Dada,African mythology,https://www.godchecker.com/yoruba-mythology/DADA/,God of Natural Produce (including children),"Eda, Ida, Dada Segbo"
Deng,African mythology,https://www.godchecker.com/african-mythology/DENG/,Disgruntled Creator God,nan
Ditaolane,African mythology,https://www.godchecker.com/african-mythology/DITAOLANE/,Legendary Hero of the Basuto people,Moshanyana
Domfe,African mythology,https://www.godchecker.com/african-mythology/DOMFE/,God of Wind and Rain,nan
Dongo,African mythology,https://www.godchecker.com/african-mythology/DONGO/,Thunder God,nan
Dubiaku,African mythology,https://www.godchecker.com/african-mythology/DUBIAKU/,Legendary Hero Kid and Outwitter of Death,nan
Dxui,African mythology,https://www.godchecker.com/african-mythology/TSUI-GOAB/,Supreme Shape-shifting Creator God,"Tsui-//Goab, Tsui, Tsui-Goab"
Dyinyinga,African mythology,https://www.godchecker.com/african-mythology/DYINYINGA/,Messenger Spirits and Godly PA Service,nan
Dziva,African mythology,https://www.godchecker.com/african-mythology/DZIVA/,Moody Creator Goddess,nan
E-Bori,African mythology,https://www.godchecker.com/african-mythology/EBORE/,Sky God,"Ebore, Eboore"
Edinkira,African mythology,https://www.godchecker.com/african-mythology/EDINKIRA/,Local goddess of Nkoranza,nan
Egungun-Oya,African mythology,https://www.godchecker.com/yoruba-mythology/EGUNGUN-OYA/,Goddess of Divination,nan
Ekurana,African mythology,https://www.godchecker.com/african-mythology/EVUS/,Drug-induced Trickster God of Irritation in the Bwiti religion-cult,Evus
Eleduwa,African mythology,https://www.godchecker.com/yoruba-mythology/ODUDUWA/,Last-minute Creator of the Earth after his brother failed to show up.,"Oduwa, Odudu, Oduduwa, Odùduwà"
Eleggua,African mythology,https://www.godchecker.com/yoruba-mythology/ELEGUA/,"Trickster God of Crossroads, Beginnings and Opportunities","Elegua, Èṣù-Ẹlẹ́gbára"
Elusu,African mythology,https://www.godchecker.com/yoruba-mythology/ELUSU/,Fishy water goddess,"Olokunsu, Olokun-Su"
En-Kai,African mythology,https://www.godchecker.com/african-mythology/ENGAI/,Supreme Sky God — and supplier of all the world's cattle,"Enkai, Mugai, Engai"
Enekpe,African mythology,https://www.godchecker.com/african-mythology/ENEKPE/,Goddess of Fate,nan
Eseasar,African mythology,https://www.godchecker.com/african-mythology/ESEASAR/,Earth Goddess,Esesar
Eshu,African mythology,https://www.godchecker.com/yoruba-mythology/ESHU/,"Trickster God of Opportunity, Communication and Instant Messaging",Esu
Fa,African mythology,https://www.godchecker.com/african-mythology/FA/,God of Fate and Destiny,nan
Faro,African mythology,https://www.godchecker.com/african-mythology/FARO/,A Creator God who rocks!,nan
Ga-Gorib,African mythology,https://www.godchecker.com/african-mythology/GA-GORIB/,Very irritating Demon,nan
Gamab,African mythology,https://www.godchecker.com/african-mythology/GAMAB/,"Supreme God of Life, Death and Seasonal Renewal","Gauna, Gaunab"
Gaunab,African mythology,https://www.godchecker.com/african-mythology/GAUNAB/,God of Evil,Gunab
Gbekre,African mythology,https://www.godchecker.com/african-mythology/GBEKRE/,Monkey God,nan
Gu,African mythology,https://www.godchecker.com/african-mythology/GU/,"God of Tools, Workshops and Smiths",nan
Hai-Uri,African mythology,https://www.godchecker.com/african-mythology/HAI-URI/,Half an Underworld God,Haiuri
Haitse-Aibeb,African mythology,https://www.godchecker.com/african-mythology/HEITSI-EIBIB/,Darwinian God of Nature and Animals,"Heitsi, Heitsi-Eibib, Haitsi-Aibeb"
Hare,African mythology,https://www.godchecker.com/yoruba-mythology/HARE/,The infamous twitchy-nosed Trickster God,nan
Huntin,African mythology,https://www.godchecker.com/african-mythology/HUNTIN/,Tree Spirit,nan
Huveane,African mythology,https://www.godchecker.com/african-mythology/HUVEANE/,Harassed God of Creation,nan
Hyel,African mythology,https://www.godchecker.com/african-mythology/HYEL/,Supreme Top God of Garbled Messages,Hyel-Taku
Iamanjie,African mythology,https://www.godchecker.com/yoruba-mythology/YEMAYA/,The Mother of Water and Childbirth,"Yembo, Yemoja, Yemaya, Yemanja, Yemowo, Yemonja, Yemayah"
Ife Joku,African mythology,https://www.godchecker.com/african-mythology/IFEJIOKU/,Popular Lord of Yam Production,Ifejioku
Imana,African mythology,https://www.godchecker.com/african-mythology/IMANA/,Creator God with very long arms,"Iyakare, Rugira, Rurema"
Itherther,African mythology,https://www.godchecker.com/african-mythology/ITHERTHER/,Buffalo God,nan
Jakuta,African mythology,https://www.godchecker.com/yoruba-mythology/JAKUTA/,God of Thunderstorms and Lightning,nan
Jok,African mythology,https://www.godchecker.com/african-mythology/JOK/,God of Rain,Jok-Odudu
Juok,African mythology,https://www.godchecker.com/african-mythology/JUOK/,Creator God,Nyikang
Kaang,African mythology,https://www.godchecker.com/african-mythology/KAANG/,Creator God of the Botswana Bushmen,nan
Kabundungulu,African mythology,https://www.godchecker.com/african-mythology/KABUNDUNGULU/,Heroic twin brother,nan
Kaka Guie,African mythology,https://www.godchecker.com/african-mythology/KAKAGYE/,Bull-headed Spirit of the Dead,"Kakagye, Kaka Guié"
Kalumba,African mythology,https://www.godchecker.com/african-mythology/KALUMBA/,Creator God of Roadwork and Highway Closures,nan
Kammapa,African mythology,https://www.godchecker.com/african-mythology/KHODUMODUMO/,Huge shapeless Evil Demon Creature,"Khamapa, Khodumodumo, Kholomodumo, Khodumodurno"
Kanu,African mythology,https://www.godchecker.com/african-mythology/KANU/,Creator God of the Baga people,nan
Katonda,African mythology,https://www.godchecker.com/african-mythology/KATONDA/,Creator God,nan
Khakhabaisaywa,African mythology,https://www.godchecker.com/african-mythology/WELE/,Creator God on stilts,Wele
Khonvoum,African mythology,https://www.godchecker.com/african-mythology/KHONVOUM/,East African God,nan
Khuzwane,African mythology,https://www.godchecker.com/african-mythology/KHUZWANE/,Very popular God of Beer and Muddy Footprints,nan
Kwoth,African mythology,https://www.godchecker.com/african-mythology/KWOTH/,Mysterious God of Unknown Things,nan
Lady Rainbow,African mythology,https://www.godchecker.com/african-mythology/MBABA-MWANA-WARESA/,Goddess of Beer,"Mbaba-Mwanna-Waresa, Mbaba Mwana Waresa"
Le-Eyo,African mythology,https://www.godchecker.com/african-mythology/LE-EYO/,God of Celestial Incompetence,nan
Legba,African mythology,https://www.godchecker.com/african-mythology/LEGBA/,Trickster God of Language and Destiny,nan
Lela,African mythology,https://www.godchecker.com/african-mythology/LEZA/,Tired old Weather God,Leza
Libanza,African mythology,https://www.godchecker.com/african-mythology/LIBANZA/,Creator God of the Earth and Moon,nan
Maori,African mythology,https://www.godchecker.com/african-mythology/MAORI/,Extremely patient Creator God,nan
Massim Biambe,African mythology,https://www.godchecker.com/african-mythology/MASSIM-BIAMBE/,Obscure God of Reincarnation,nan
Mawu-Lisa,African mythology,https://www.godchecker.com/african-mythology/MAWU-LISA/,Two-in-one Creator Gods of the Sun and Moon,nan
Mbere,African mythology,https://www.godchecker.com/african-mythology/MBERE/,Creator God,nan
Mbokomu,African mythology,https://www.godchecker.com/african-mythology/MBOKOMU/,Ancestral Goddess of the Ngombe,Mobokomu
Mboya,African mythology,https://www.godchecker.com/african-mythology/MBOYA/,Goddess of Bingo,nan
Mebege,African mythology,https://www.godchecker.com/african-mythology/MEBEGHE/,Drug-induced Creator God of the Bwiti religion-cult,"Mebeghe, Nazame-Mebeghe"
Mebere,African mythology,https://www.godchecker.com/african-mythology/MEBERE/,God of We Know Not What,nan
Minga Bengale,African mythology,https://www.godchecker.com/african-mythology/MINGA-BENGELA/,God of Hunting,"Minge Bengela, Minga Bengela"
Minona,African mythology,https://www.godchecker.com/african-mythology/MINONA/,Goddess of Sorcery and Fortune-Telling,nan
Mlungu,African mythology,https://www.godchecker.com/african-mythology/MULUNGU/,Popular God of Creation and Bureaucracy,"Mulungu, Mungu, Murun-Gu, Murungu"
Mo-Dimo,African mythology,https://www.godchecker.com/african-mythology/MODIMO/,Supreme but unreachable Creator God,Modimo
Morimi,African mythology,https://www.godchecker.com/yoruba-mythology/MORIMI/,Goddess of Bush Burning,nan
Mukunga M'bura,African mythology,https://www.godchecker.com/african-mythology/MUKUNGA-M-BURA/,A most bizarre Rainbow Monster,Mukunga Mbura
Mukuru,African mythology,https://www.godchecker.com/african-mythology/MUKURU/,Mighty Spirit of the First Human,Omukuru
Muluku,African mythology,https://www.godchecker.com/african-mythology/MULUKU/,Creator God and monkey botherer,nan
Musso-Koroni,African mythology,https://www.godchecker.com/african-mythology/MUSSO-KORONI/,Goddess of Discord and Hassle,nan
Mwambwa,African mythology,https://www.godchecker.com/african-mythology/MWAMBWA/,Ancestral Incest Goddess,Njemakati
Mwari,African mythology,https://www.godchecker.com/african-mythology/MWARI/,Remote but supreme Zimbabwe Creator God,nan
Mwuetsi,African mythology,https://www.godchecker.com/african-mythology/MWUETSI/,The First Human. Made in Zimbabwe,nan
Naiteru-Kop,African mythology,https://www.godchecker.com/african-mythology/NAITERU-KOP/,A Creator God who may be an Earth Goddess,"Neiterkob, Natero-Kop, Neiterogob, Neiternkob"
Nana Buku,African mythology,https://www.godchecker.com/african-mythology/NANA-BULUKU/,Fon God,"Nana Buluku, Nana Buruku, Nanan-Bouclou"
Nasilele,African mythology,https://www.godchecker.com/african-mythology/NASILELE/,Lozi Creator Goddess,nan
Naz,African mythology,https://www.godchecker.com/african-mythology/NZAME/,Creator God and mythological soap star,"Nzambi, Nzame"
Ndjambi,African mythology,https://www.godchecker.com/african-mythology/NJAMBI/,Supreme but absent Creator God of the Omumborombonga Tree,"Njambi, Njambi-Karunga, Njambe"
Ngai,African mythology,https://www.godchecker.com/african-mythology/NGAI/,Vacation-loving God of Creation,nan
Ngewo,African mythology,https://www.godchecker.com/african-mythology/NGEWO/,Distant Creator God,Ngewo-Wa
Nhialic,African mythology,https://www.godchecker.com/african-mythology/NHIALIC/,A Dinka Supremo God of Sky and Rain,"Nialith, Nyalitch"
Ninepone,African mythology,https://www.godchecker.com/african-mythology/NINEPONE/,Drug-induced Goddess of Fertility,"Nyingone-Mebeghe, Ninepone-Mebeghe"
Nkwa,African mythology,https://www.godchecker.com/african-mythology/NKWA/,An aspect of Nzame. Maybe,nan
Nommo,African mythology,https://www.godchecker.com/african-mythology/NOMMO/,Mysterious multiplying Godlets,Nummo
None,African mythology,https://www.godchecker.com/african-mythology/NONE/,Drug-induced God of D.I.Y and Father of the Human Race,None-Mebeghe
Nyaliep,African mythology,https://www.godchecker.com/african-mythology/NYALIEP/,Nice but dull River Goddess,nan
Nyambe,African mythology,https://www.godchecker.com/african-mythology/NYAMBE/,Supreme Creator God with a very annoying neighbor,"Nyame, Nymabi"
Nyambe (2),African mythology,https://www.godchecker.com/african-mythology/NYAMBE-2/,Creator God of the Life Tree,nan
Nyame,African mythology,https://www.godchecker.com/african-mythology/NYAME/,Emergency Substitute God of Omnipotence,Onyame
Nyami Nyami,African mythology,https://www.godchecker.com/african-mythology/NYAMI-NYAMI/,Catastrophically annoyed River God of the Zambesi,Nyaminyami
Nyankopon,African mythology,https://www.godchecker.com/african-mythology/NYANKOPON/,Battered and irritated Sky God,Onyankopon
Nyiko,African mythology,https://www.godchecker.com/african-mythology/NYIKO/,Heroic Spider God,nan
Nyokon,African mythology,https://www.godchecker.com/african-mythology/NYOKON/,Father of Spider Children,Nyokonan
Nyonye Ngana,African mythology,https://www.godchecker.com/african-mythology/NYONYE-NGANA/,The Creator of Ants,nan
Obambo,African mythology,https://www.godchecker.com/african-mythology/OBAMBOU/,West African Ghost of Insanity,"Okamboo, Obambou, Oconcou"
Obassi Nsi,African mythology,https://www.godchecker.com/african-mythology/OBASSI-NSI/,Creator God who lives upon the Earth,nan
Obassi Osaw,African mythology,https://www.godchecker.com/african-mythology/OBASSI-OSAW/,Creator God with very poor security,nan
Obatalá,African mythology,https://www.godchecker.com/yoruba-mythology/OBATALA/,White Cloth God and drunken creator of the human race,"Obàtálá, Orisha-Popo, Orishala, Olufon, Orisha-Nla, Oshanla, Orisanla, Obatala, Orisala"
Ochosi,African mythology,https://www.godchecker.com/yoruba-mythology/OCHOSI/,Forest God of Hunting and Justice,"Oxossi, Ocshosi, Oxósse"
Odomankoma,African mythology,https://www.godchecker.com/african-mythology/ODOMANKOMA/,The short-lived Ashanti Creator God,Otomankoma
Odua,African mythology,https://www.godchecker.com/yoruba-mythology/ODUDUA/,The Black Goddess of the Earth,Odudua
Ofo,African mythology,https://www.godchecker.com/african-mythology/OFO/,Holy communication device with wireless capability,Ofor
Oghene,African mythology,https://www.godchecker.com/african-mythology/OGHENE/,Extremely private Creator God,nan
Ogo,African mythology,https://www.godchecker.com/african-mythology/OGO/,Horrifically awful Dogon Trickster God,nan
Ogun,African mythology,https://www.godchecker.com/yoruba-mythology/OGUN/,The Hunting God of Lethal Metalwork,nan
Oko,African mythology,https://www.godchecker.com/yoruba-mythology/OKO/,Extremely fertile God of Agriculture,nan
Olodumare,African mythology,https://www.godchecker.com/yoruba-mythology/OLORUN/,"Top Sky God of Peace, Justice and the Yoruba way","Olòrún, Olorun, Olofi, Olurun"
Olokun,African mythology,https://www.godchecker.com/yoruba-mythology/OLOKUN/,Highly popular Orisha and deity of the sea,nan
Omumborombanga,African mythology,https://www.godchecker.com/african-mythology/OMUMBOROMBONGA/,The Primordial Tree of Life,Omumborombonga
Onile,African mythology,https://www.godchecker.com/yoruba-mythology/ONILE/,Goddess of Metalwork,nan
Orisa,African mythology,https://www.godchecker.com/yoruba-mythology/ORISHAS/,Famous Yoruba spirits of almost everything,"Orixa, Orishas, Orisas, Orixas, Orisha"
Oromila,African mythology,https://www.godchecker.com/yoruba-mythology/ORUNMILA/,Demi-God of Divinity and Wisdom,"Orula, Orunmila"
Osanyin,African mythology,https://www.godchecker.com/yoruba-mythology/OSANYIN/,Slightly eccentric God of Herbs,nan
Oshe,African mythology,https://www.godchecker.com/yoruba-mythology/OSHE/,Safety device for Storm Gods,nan
Oshun,African mythology,https://www.godchecker.com/yoruba-mythology/OSHUN/,"Sweet Goddess of Love, Creativity and Sensuality",Osun
Oshunmare,African mythology,https://www.godchecker.com/yoruba-mythology/OSHUNMARE/,The Rainbow Serpent,Osumare
Oya,African mythology,https://www.godchecker.com/yoruba-mythology/OYA/,Fantastic Goddess of Practically Everything,"Oyá, Oya-Iyansan"
Pemba,African mythology,https://www.godchecker.com/african-mythology/PEMBA/,Unimpressive brother of Faro the Creator God,nan
Qamata,African mythology,https://www.godchecker.com/african-mythology/QAMATHA/,Vague and blurry Creator God of the Xhosa,"Uqamata, Qumatha, Qamta, Quamta, Qamatha"
Raluvhimba,African mythology,https://www.godchecker.com/african-mythology/RALUVHIMBA/,The Supreme God of the Venda people,"Raluvhimbi, Raluvumbha"
Rugaba,African mythology,https://www.godchecker.com/african-mythology/RUGABA/,The Giver of Smiles,nan
Ruhanga,African mythology,https://www.godchecker.com/african-mythology/RUHANGA/,Creator God who brought death to life,nan
Ruwa,African mythology,https://www.godchecker.com/african-mythology/RUWA/,Kilimanjaro God who created the Forbidden Vegetable,nan
Sagbata,African mythology,https://www.godchecker.com/african-mythology/SAGBATA/,The Fon God of the Earth,Sakpata
Sakarabru,African mythology,https://www.godchecker.com/african-mythology/SAKARABRU/,"God of Medicine, Justice and Retribution",nan
Sakpata,African mythology,https://www.godchecker.com/african-mythology/SAKPATA/,Plague God of Smallpox and Insanity,"Shakpana, Shankpana"
Shadapinyi,African mythology,https://www.godchecker.com/african-mythology/SHADIPINYI/,Intoxicatingly evil servant of Nyambi,Shadipinyi
Shapona,African mythology,https://www.godchecker.com/yoruba-mythology/SOPONA/,Scarlet-robed God of Smallpox,"Sopona, Shopona, Shonponno, Soponna"
Soko,African mythology,https://www.godchecker.com/african-mythology/SOKO/,Hard to reach Supreme God,nan
Somtup,African mythology,https://www.godchecker.com/african-mythology/SOMTUP/,Spirit of Male Initiation,nan
Sudika-Mbambi,African mythology,https://www.godchecker.com/african-mythology/SUDIKA-MBAMBI/,Thundering Hero Twin,nan
Thixo,African mythology,https://www.godchecker.com/african-mythology/THIXO/,Sun God and defender of itchy noses,"Tiko, Uthixo"
Tilo,African mythology,https://www.godchecker.com/african-mythology/TILO/,Fussy and finicky Creator God,nan
Tore,African mythology,https://www.godchecker.com/african-mythology/TORE/,"God of Woods, Animals and Hunting",nan
Tsetse Bumba,African mythology,https://www.godchecker.com/african-mythology/TSETSE-BUMBA/,A pest who plays with fire,nan
Uhlanga,African mythology,https://www.godchecker.com/african-mythology/UTHLANGA/,The Primordial Swamp of Humankind,Uthlanga
Umvelinqangi,African mythology,https://www.godchecker.com/african-mythology/UMVELINQANGI/,Creator God heavily involved in the Thunder and Earthquake industry,nan
Unkul,African mythology,https://www.godchecker.com/african-mythology/UNKULUNKULU/,Wise and Wonderful God apart from communication problems,Unkulunkulu
Waaq,African mythology,https://www.godchecker.com/african-mythology/WAAQ/,Supreme omnipotent monotheistic Creator God of the Oromo people,"Waq, Waaqa-Tokkichaa, Wak, Waaqa"
Were,African mythology,https://www.godchecker.com/african-mythology/WERE/,Firm but fair Godfather deity,"Wuonji, Wuonkwere, Wuona, Wuonoru"
Woyengi,African mythology,https://www.godchecker.com/african-mythology/WOYENGI/,Creative Goddess of Human Resources,nan
Wulbari,African mythology,https://www.godchecker.com/african-mythology/WULBARI/,Top God driven mad by human behavior,nan
Wuni,African mythology,https://www.godchecker.com/african-mythology/WUNI/,Creator God of garbled messages,nan
Yansan,African mythology,https://www.godchecker.com/yoruba-mythology/YANSAN/,Goddess of Passing Wind,nan
Yasigi,African mythology,https://www.godchecker.com/african-mythology/YASIGI/,"Well-endowed Goddess of Dancing, Beer and Masks",Yasigui
Yeban,African mythology,https://www.godchecker.com/african-mythology/YEBAN/,Part-time Spirit of the Underworld,Yéban
Yurugu,African mythology,https://www.godchecker.com/african-mythology/YURUGU/,Foxy former rebel God of Chaos,Yurugy
Zanaharibe,African mythology,https://www.godchecker.com/african-mythology/ZANAHARY/,A Creator God with a split personality,Zanahary
Adishesha,Hindu mythology,https://www.godchecker.com/hindu-mythology/SHESHA/,The Thousand-Headed Universal Snake God,"Ananta Shesha, Śesha, Shesha"
Aditi,Hindu mythology,https://www.godchecker.com/hindu-mythology/ADITI/,Ancient Godmother of the Gods,nan
Adityas,Hindu mythology,https://www.godchecker.com/hindu-mythology/ADITYAS/,Solar Gods in charge of important Heavenly matters,Âdityas
Adivaraha,Hindu mythology,https://www.godchecker.com/hindu-mythology/VARAHA/,Vishnu as a boar,Varâha
Agastya,Hindu mythology,https://www.godchecker.com/hindu-mythology/AGASTYA/,Incredibly impressive Vedic Sage,"Agathiar, Agastyar"
Agni,Hindu mythology,https://www.godchecker.com/hindu-mythology/AGNI/,"Vedic God of Fire, Messenger Boy and Deity of Renewal",nan
Ammavaru,Hindu mythology,https://www.godchecker.com/hindu-mythology/AMMAVARU/,Goddess who laid the Cosmic Egg,nan
Amrita,Hindu mythology,https://www.godchecker.com/hindu-mythology/AMRITA/,The Celestial Porridge of Immortality,nan
Angiras,Hindu mythology,https://www.godchecker.com/hindu-mythology/ANGIRAS/,Highly Intellectual Sage and Profound Meditator,Angirasa
Anjanâ,Hindu mythology,https://www.godchecker.com/hindu-mythology/ANJANA/,Female Monkey Spirit and mom of Hanuman,nan
Anna Purna,Hindu mythology,https://www.godchecker.com/hindu-mythology/ANNAPURNA/,Hindu Goddess of Food Abundance,Annapurna
Ansa,Hindu mythology,https://www.godchecker.com/hindu-mythology/ANSA/,Minor Sun God,nan
Anumati,Hindu mythology,https://www.godchecker.com/hindu-mythology/ANUMATI/,A Favorable Full Moon Goddess,nan
Anuradha,Hindu mythology,https://www.godchecker.com/hindu-mythology/ANURADHA/,Celestial Goddess of Fortune,nan
Apsaras,Hindu mythology,https://www.godchecker.com/hindu-mythology/APSARAS/,Dancing Spirits known as 'The Daughters of Joy',nan
Aranyani,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARANYANI/,Solitary Woodland Goddess,nan
Ardhanarishvara,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARDHANARISHVARA/,Gender-blurring deity of two halves,nan
Ardra,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARDRA/,Celestial Goddess of Moist Misfortune,nan
Arjuna,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARJUNA/,Son of the King of Gods,nan
Aruṇa,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARUNA/,Morning Sky Chariot God,nan
Arundhati,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARUNDHATI/,Goddess of Wifely Devotion and Happy Marriages,nan
Aryaman,Hindu mythology,https://www.godchecker.com/hindu-mythology/ARYAMAN/,Friendly God of the Sun,Aryman
Ashtavasus,Hindu mythology,https://www.godchecker.com/hindu-mythology/VASUS/,Eight Excellent Gods of Good Fortune,Vasus
Ashvathaman,Hindu mythology,https://www.godchecker.com/hindu-mythology/ASHWATTHAMA/,"Son of Drona, a Kauvara general during their great conflict with the Pandavas","Ashwatthama, Ashwathama"
Ashvins,Hindu mythology,https://www.godchecker.com/hindu-mythology/ASHVINS/,Flying Doctor Gods of Chariot Racing,Asvins
Aslesa,Hindu mythology,https://www.godchecker.com/hindu-mythology/ASLESA/,Another Celestial Misfortune Goddess,nan
Asuras,Hindu mythology,https://www.godchecker.com/hindu-mythology/ASURAS/,A rival team of demonic anti-gods,nan
Atri,Hindu mythology,https://www.godchecker.com/hindu-mythology/ATRI/,One of the Seven Seers,nan
Avatar,Hindu mythology,https://www.godchecker.com/hindu-mythology/AVATAR/,Deities in disguise,Avatâra
Ayyappan,Hindu mythology,https://www.godchecker.com/hindu-mythology/AYYAPPAN/,God of Growth and/or Celibacy,nan
Bala-Râma,Hindu mythology,https://www.godchecker.com/hindu-mythology/BALARAMA/,God of Farming and Strength,"Balarâma, Balabhadra-Râma"
Balaji,Hindu mythology,https://www.godchecker.com/hindu-mythology/BALAJI/,A popular manifestation of Vishnu,"Venkateswari, Venkateshwara"
Bali,Hindu mythology,https://www.godchecker.com/hindu-mythology/VALI-3/,Monkey King demon-slayer who lost out to Vishnu,"Balin, Vali (3)"
Bali,Hindu mythology,https://www.godchecker.com/hindu-mythology/BALI/,Monkey King demon-slayer who lost out to Vishnu,nan
Bhadra,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHADRA/,Very obscure Hunting Goddess,nan
Bhaga,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHAGA/,"Vedic God of Prosperity, Wealth and Marriage",nan
Bhagîratha,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHAGIRATHA/,World-Saving Sage,nan
Bhagîratha,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHAGIRATHA/,World-Saving Sage,nan
Bharani,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHARANI/,Moderately annoying celestial Goddess of Misfortune,nan
Bharati,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHARATI/,Goddess of vegetarian sacrifices,nan
Bhargavas,Hindu mythology,https://www.godchecker.com/hindu-mythology/BRIGHUS/,Lords of the Lightning Communication System,"Bhrighus, Brighus"
Bhavani,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHAVANI/,Parvati on one of her bad days,nan
Bhima,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHIMA/,'The Terrible',nan
Bhîshma,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHISHMA/,Drill Sergeant of the Pandavas and Kauravas,nan
Bhrigu,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHRIGU/,"Sage, deity-tester and God of Astrology","Brighu, Maharishi Bhrigu"
Bhutamata,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHUTAMATA/,Parvati in a really really bad mood,nan
Bhûtas,Hindu mythology,https://www.godchecker.com/hindu-mythology/BHUTAS/,The plague whisperers,nan
Bibhishan,Hindu mythology,https://www.godchecker.com/hindu-mythology/VIBHISHANA/,A redeemed demon,"Vibhishana, Vibishana"
Brahma,Hindu mythology,https://www.godchecker.com/hindu-mythology/BRAHMA/,The great Hindu Creator of the Universe,nan
Brahman,Hindu mythology,https://www.godchecker.com/hindu-mythology/BRAHMAN/,The hidden ultimate reality of the Universe,nan
Brihaspati,Hindu mythology,https://www.godchecker.com/hindu-mythology/BRIHASPATI/,God of the Planet Jupiter and Lord of Spiritual Pomp,nan
Budha,Hindu mythology,https://www.godchecker.com/hindu-mythology/BUDHA/,An astral God representing Mercury,nan
Candanayika,Hindu mythology,https://www.godchecker.com/hindu-mythology/CANDANAYIKA/,Fierce Warrior Goddess,Chandanayika
Candra,Hindu mythology,https://www.godchecker.com/hindu-mythology/CHANDRA/,Moon God who is now just a shell of his former self,"Chandra, Candramas, Candramus"
Chaitanya,Hindu mythology,https://www.godchecker.com/hindu-mythology/CHAITANYA/,Poor mortal who became a poor god,Chaitanya Mahaprabhu
Chamunda,Hindu mythology,https://www.godchecker.com/hindu-mythology/CHAMUNDA/,A terrifying skeletal goddess,nan
Chinnamastaka,Hindu mythology,https://www.godchecker.com/hindu-mythology/CHINNAMASTAKA/,Terrifying Goddess of Headlessness,nan
Chitragupta,Hindu mythology,https://www.godchecker.com/hindu-mythology/CHITRAGUPTA/,Underworld Morality Judge and Filing Clerk,nan
Daityas,Hindu mythology,https://www.godchecker.com/hindu-mythology/DAITYAS/,A brood of gigantic demons,nan
Dakinis,Hindu mythology,https://www.godchecker.com/hindu-mythology/DAKINIS/,Eight Goddettes,nan
Daksa,Hindu mythology,https://www.godchecker.com/hindu-mythology/DAKSHA/,Hindu Lord of Creation and Population,"Daksha, Dakshesha"
Dasharatha,Hindu mythology,https://www.godchecker.com/hindu-mythology/DASHARATHA/,He is a king whose third wife Sumitrâ gave birth to the Lord Rama,nan
Devaki,Hindu mythology,https://www.godchecker.com/hindu-mythology/DEVAKI/,Unfortunate Mother,nan
Devas,Hindu mythology,https://www.godchecker.com/hindu-mythology/DEVAS/,Male energy personified and known as Gods,nan
Devis,Hindu mythology,https://www.godchecker.com/hindu-mythology/DEVIS/,The forces of female energy otherwise known as goddesses,nan
Dhanishtha,Hindu mythology,https://www.godchecker.com/hindu-mythology/DHANISTHA/,Celestial Goddess of Not Very Nice,Dhanistha
Dhanvantari,Hindu mythology,https://www.godchecker.com/hindu-mythology/DHANVANTARI/,Doctor to the Gods,nan
Dhara,Hindu mythology,https://www.godchecker.com/hindu-mythology/DHARA/,An attendant of Indra,nan
